2.06	0.51
2.07	0.16
2.08	0.13
2.09	0.89
2.1	-0.15
2.11	-1.74
2.12	-1.08
2.13	-0.28
2.14	-0.7
2.15	-0.1
2.16	0.95
2.17	0.97
2.18	1.42
2.19	1.31
2.2	-0.4
2.21	-0.08
2.22	0.46
2.23	-0.11
2.24	0.02
2.25	-0.19
2.26	0.49
2.27	1.29
2.28	0.73
2.29	0.5
2.3	0.26
2.31	-0.12
2.32	0.31
2.33	-0.83
2.34	-1.84
2.35	-0.03
2.36	0.54
2.37	-0.22
2.38	0.35
2.39	0.33
2.4	0.09
2.41	-0.49
2.42	-1.2
2.43	-0.88
2.44	-1.44
2.45	-1.1
2.46	-0.19
2.47	-0.85
2.48	-0.94
2.49	-0.26
2.5	0.53
2.51	0.19
2.52	-1.05
2.53	-0.83
2.54	-0.39
2.55	-0.6
2.56	-0.35
2.57	0.46
2.58	0.15
2.59	0.39
2.6	1.31
2.61	0.64
2.62	0.66
2.63	1
2.64	1.33
2.65	1.56
2.66	0.2
2.67	0.31
2.68	1.21
2.69	0.98
2.7	1.11
2.71	0.55
2.72	0.99
2.73	1.56
2.74	0.45
2.75	0.81
2.76	2.03
2.77	2.01
2.78	1.07
2.79	0.1
2.8	-1.38
2.81	-2.41
2.82	-2.26
2.83	-2.32
2.84	-1.6
2.85	-0.98
2.86	-1.32
2.87	-1.17
2.88	-0.49
2.89	-0.14
2.9	-0.58
2.91	-0.95
2.92	-0.71
2.93	-0.58
2.94	-1.37
2.95	-2.47
2.96	-3.02
2.97	-2.7
2.98	-2.63
2.99	-1.81
3	1.29
3.01	3.57
3.02	3.99
3.03	1.42
3.04	-1.06
3.05	1.27
3.06	3.26
3.07	2.01
3.08	-0.01
3.09	-1.25
3.1	0.65
3.11	3.13
3.12	1.58
3.13	-0.17
3.14	1.08
3.15	2.86
3.16	3.3
3.17	1.57
3.18	-0.21
3.19	-0.85
3.2	-2.5
3.21	-3.56
3.22	-2.35
3.23	-0.57
3.24	-0.61
3.25	-2.03
3.26	-1.91
3.27	-0.06
3.28	1.03
3.29	-0.19
3.3	-1.8
3.31	-1.66
3.32	-0.62
3.33	-1.04
3.34	-2.68
3.35	-3.18
3.36	-3.25
3.37	-2.61
3.38	-0.58
3.39	1.66
3.4	3.53
3.41	3.55
3.42	1.42
3.43	-0.5
3.44	0.71
3.45	3.26
3.46	2.56
3.47	-0.46
3.48	-1.69
3.49	1.09
3.5	3.57
3.51	1.14
3.52	-0.61
3.53	1.42
3.54	3.58
3.55	3.18
3.56	2.08
3.57	3.18
3.58	3.56
3.59	1.65
3.6	-0.47
3.61	-3.02
3.62	-3.85
3.63	-1.06
3.64	0.88
3.65	-0.91
3.66	-3.3
3.67	-2.79
3.68	-0.1
3.69	1.15
3.7	-0.62
3.71	-2.48
3.72	-1.52
3.73	0.41
3.74	0.29
3.75	-1.55
3.76	-2.87
3.77	-2.23
3.78	-0.72
3.79	0.05
3.8	0.45
3.81	1.69
3.82	3.21
3.83	2.98
3.84	1.01
3.85	-0.69
3.86	-1.04
3.87	-0.66
3.88	-0.55
3.89	-0.35
3.9	0.62
3.91	1.58
3.92	1.41
3.93	0.68
3.94	0.35
3.95	0.35
3.96	0.17
3.97	-0.6
3.98	-1.67
3.99	-1.94
4	-0.96
4.01	0.11
4.02	0.29
4.03	0.09
4.04	0.17
4.05	0.16
4.06	-0.6
4.07	-1.77
4.08	-1.86
4.09	-0.85
4.1	-0.49
4.11	-1.44
4.12	-2.37
4.13	-1.9
4.14	-0.1
4.15	1.59
4.16	1.81
4.17	1.36
4.18	1.12
4.19	1.01
4.2	0.85
4.21	0.65
4.22	0.14
4.23	-0.63
4.24	-0.01
4.25	0.68
4.26	0.59
4.27	0.15
4.28	0.14
4.29	0.81
4.3	-0.11
4.31	-0.35
4.32	-0.13
4.33	-0.8
4.34	0.01
4.35	0.71
4.36	0.3
4.37	0.92
4.38	1.89
4.39	1.98
4.4	1.9
4.41	1.68
4.42	1.37
4.43	1.11
4.44	0.76
4.45	0.57
4.46	0.55
4.47	0.21
4.48	-0.38
4.49	-0.76
4.5	-1.3
4.51	-2.01
4.52	-2.29
4.53	-2.15
4.54	-1.93
4.55	-2.02
4.56	-2.29
4.57	-2.09
4.58	-1.55
4.59	-1.13
4.6	-0.95
4.61	-1.07
4.62	-1.18
4.63	-0.83
4.64	0.03
4.65	1.03
4.66	1.82
4.67	2.09
4.68	1.93
4.69	1.95
4.7	2.03
4.71	1.78
4.72	1.48
4.73	1.11
4.74	0.44
4.75	-0.04
4.76	0.18
4.77	0.4
4.78	0.33
4.79	0.44
4.8	0.76
4.81	1.52
4.82	2.06
4.83	1.9
4.84	1.35
4.85	-0.08
4.86	-2.14
4.87	-3.49
4.88	-3.09
4.89	-1.22
4.9	0.13
4.91	0.12
4.92	0.01
4.93	0.3
4.94	0.41
4.95	-0.5
4.96	-2.23
4.97	-1.48
4.98	0.2
4.99	-1.41
5	-3.27
5.01	-3.03
5.02	-1.35
5.03	0.76
5.04	1.74
5.05	2.14
5.06	2.3
5.07	1.83
5.08	1.05
5.09	0.23
5.1	-0.63
5.11	-0.8
5.12	0.2
5.13	1.35
5.14	1.7
5.15	1.36
5.16	0.79
5.17	0.41
5.18	-0.37
5.19	-1.13
5.2	-1.81
5.21	-2.48
5.22	-1.22
5.23	-0.21
5.24	-0.54
5.25	-0.5
5.26	-0.32
5.27	0.31
5.28	0.13
5.29	-1.2
5.3	-1.67
5.31	-0.8
5.32	-0.22
5.33	-0.78
5.34	-1.22
5.35	-0.52
5.36	0.58
5.37	0.69
5.38	0.21
5.39	-0.02
5.4	0.14
5.41	0.4
5.42	0.18
5.43	-0.3
5.44	-0.21
5.45	0.46
5.46	1.03
5.47	1.06
5.48	0.87
5.49	0.95
5.5	1.27
5.51	1.32
5.52	0.8
5.53	0.64
5.54	1.51
5.55	2.21
5.56	1.44
5.57	0.02
5.58	-0.41
5.59	-0.14
5.6	-0.26
5.61	-0.76
5.62	-0.84
5.63	-0.28
5.64	0.29
5.65	0.21
5.66	-0.41
5.67	-0.78
5.68	-0.5
5.69	-0.13
5.7	-0.29
5.71	-0.6
5.72	-0.49
5.73	0.01
5.74	0.14
5.75	-0.22
5.76	-0.36
5.77	-0.17
5.78	0.05
5.79	0.14
5.8	0.19
5.81	0.21
5.82	0.07
5.83	-0.05
5.84	0.05
5.85	0.1
5.86	0.13
5.87	0.28
5.88	0.31
5.89	0.21
5.9	0.08
5.91	0.03
5.92	0.09
5.93	-0.04
5.94	-0.23
5.95	-0.16
5.96	-0.17
5.97	-0.42
5.98	-0.71
5.99	-0.76
6	-0.65
6.01	-0.81
6.02	-0.96
6.03	-0.75
6.04	-0.48
6.05	-0.33
6.06	-0.15
6.07	0.03
6.08	0.17
6.09	0.38
6.1	0.38
6.11	0.12
6.12	0.08
6.13	0.42
6.14	0.79
6.15	0.8
6.16	0.51
6.17	0.4
6.18	0.61
6.19	0.83
6.2	0.53
6.21	-0.12
6.22	-0.31
6.23	-0.27
6.24	-0.43
6.25	-0.48
6.26	-0.33
6.27	-0.04
6.28	0.01
6.29	-0.25
6.3	-0.58
6.31	-0.83
6.32	-0.78
6.33	-0.52
6.34	-0.39
6.35	-0.54
6.36	-0.52
6.37	-0.21
6.38	0.02
6.39	-0.05
6.4	-0.26
6.41	-0.1
6.42	0.29
6.43	0.32
6.44	0.15
6.45	0.22
6.46	0.36
6.47	0.44
6.48	0.47
6.49	0.58
6.5	0.73
6.51	0.76
6.52	0.78
6.53	0.69
6.54	0.55
6.55	0.44
6.56	0.22
6.57	-0.02
6.58	-0.21
6.59	-0.19
6.6	0.05
6.61	0.15
6.62	0
6.63	-0.22
6.64	-0.39
6.65	-0.55
6.66	-0.66
6.67	-0.63
6.68	-0.59
6.69	-0.72
6.7	-0.89
6.71	-0.79
6.72	-0.46
6.73	-0.26
6.74	-0.24
6.75	-0.07
6.76	0.05
6.77	-0.16
6.78	-0.3
6.79	-0.24
6.8	-0.06
6.81	0.23
6.82	0.59
6.83	0.93
6.84	0.92
6.85	0.82
6.86	1.11
6.87	1.38
6.88	1.23
6.89	0.79
6.9	0.43
6.91	0.23
6.92	0.15
6.93	0.25
6.94	0.44
6.95	0.58
6.96	0.55
6.97	0.27
6.98	-0.3
6.99	-0.76
7	-0.85
7.01	-1.04
7.02	-1.33
7.03	-1.31
7.04	-0.9
7.05	-0.31
7.06	0.23
7.07	0.44
7.08	0.36
7.09	0.15
7.1	-0.17
7.11	-0.3
7.12	-0.25
7.13	-0.19
7.14	0.25
7.15	0.83
7.16	0.95
7.17	0.94
7.18	0.96
7.19	0.65
7.2	0.14
7.21	-0.38
7.22	-0.9
7.23	-0.99
7.24	-0.5
7.25	-0.01
7.26	0.1
7.27	0
7.28	0
7.29	0.03
7.3	-0.27
7.31	-0.73
7.32	-0.76
7.33	-0.51
7.34	-0.17
7.35	0.18
7.36	0.28
7.37	0.31
7.38	0.53
7.39	0.63
7.4	0.35
7.41	-0.21
7.42	-0.64
7.43	-0.44
7.44	-0.02
7.45	0.13
7.46	0.08
7.47	0.03
7.48	0.1
7.49	0.1
7.5	-0.23
7.51	-0.49
7.52	-0.31
7.53	-0.06
7.54	-0.1
7.55	-0.24
7.56	-0.19
7.57	0.1
7.58	0.28
7.59	0.11
7.6	-0.21
7.61	-0.32
7.62	-0.21
7.63	-0.11
7.64	-0.12
7.65	-0.07
7.66	0.08
7.67	0.19
7.68	0.17
7.69	0.03
7.7	-0.01
7.71	0.09
7.72	0.22
7.73	0.29
7.74	0.2
7.75	0.1
7.76	0.22
7.77	0.36
7.78	0.24
7.79	0.07
7.8	0.05
7.81	0.04
7.82	-0.19
7.83	-0.25
7.84	-0.08
7.85	-0.13
7.86	-0.23
7.87	-0.31
7.88	-0.39
7.89	-0.3
7.9	-0.23
7.91	-0.26
7.92	-0.23
7.93	-0.19
7.94	-0.07
7.95	0.02
7.96	0.01
7.97	0.09
7.98	0.09
7.99	0.15
8	0.21
8.01	0.23
8.02	0.24
8.03	0.17
8.04	0.27
8.05	0.28
8.06	0.13
8.07	0.2
8.08	0.25
8.09	0.18
8.1	0.24
8.11	0.22
8.12	0.09
8.13	0.14
8.14	0.23
8.15	0.17
8.16	0.16
8.17	0.11
8.18	0
8.19	0
8.2	-0.02
8.21	-0.06
8.22	-0.03
8.23	-0.09
8.24	-0.17
8.25	-0.27
8.26	-0.3
8.27	-0.2
8.28	-0.23
8.29	-0.23
8.3	-0.2
8.31	-0.18
8.32	-0.12
8.33	-0.1
8.34	0.03
8.35	0.12
8.36	0.11
8.37	0.2
8.38	0.16
8.39	0.2
8.4	0.25
8.41	0.18
8.42	0.24
8.43	0.22
8.44	0.12
8.45	0.05
8.46	-0.05
8.47	-0.04
8.48	-0.09
8.49	-0.19
8.5	-0.22
8.51	-0.16
8.52	-0.16
8.53	-0.22
8.54	-0.18
8.55	-0.13
8.56	-0.06
8.57	-0.06
8.58	-0.01
8.59	0.1
8.6	0.08
8.61	0.02
8.62	0.08
8.63	0.22
8.64	0.29
8.65	0.2
8.66	0.12
8.67	0.18
8.68	0.2
8.69	0.09
8.7	0.02
8.71	0.09
8.72	0.08
8.73	0.05
8.74	0.03
8.75	-0.01
8.76	0.02
8.77	-0.06
8.78	-0.1
8.79	-0.03
8.8	-0.07
8.81	-0.15
8.82	-0.12
8.83	-0.11
8.84	-0.16
8.85	-0.13
8.86	-0.21
8.87	-0.24
8.88	-0.2
8.89	-0.3
8.9	-0.28
8.91	-0.23
8.92	-0.28
8.93	-0.3
8.94	-0.19
8.95	-0.13
8.96	-0.16
8.97	-0.13
8.98	-0.06
8.99	-0.05
9	-0.04
9.01	0.04
9.02	0.05
9.03	0.07
9.04	0.12
9.05	0.06
9.06	0.06
9.07	0.13
9.08	0.04
9.09	0
9.1	0.08
9.11	0.13
9.12	0.05
9.13	-0.04
9.14	0.05
9.15	0.13
9.16	0.06
9.17	0.05
9.18	0.15
9.19	0.12
9.2	0.12
9.21	0.15
9.22	0.18
9.23	0.18
9.24	0.14
9.25	0.17
9.26	0.09
9.27	0.07
9.28	0.09
9.29	0.04
9.3	0.06
9.31	0.03
9.32	-0.03
9.33	-0.06
9.34	-0.05
9.35	-0.07
9.36	0
9.37	0.08
9.38	0.01
9.39	0.01
9.4	0.09
9.41	0.11
9.42	0.09
9.43	0.13
9.44	0.16
9.45	0.16
9.46	0.12
9.47	0.1
9.48	0.09
9.49	0.01
9.5	0
9.51	-0.03
9.52	-0.04
9.53	-0.1
9.54	-0.17
9.55	-0.13
9.56	-0.21
9.57	-0.25
9.58	-0.18
9.59	-0.25
9.6	-0.21
9.61	-0.12
9.62	-0.2
9.63	-0.17
9.64	-0.03
9.65	-0.1
9.66	-0.15
9.67	-0.07
9.68	-0.02
9.69	0.02
9.7	-0.05
9.71	-0.01
9.72	0.07
9.73	0.04
9.74	0.08
9.75	0.1
9.76	0
9.77	0.04
9.78	0.13
9.79	0.05
9.8	0.08
9.81	0.2
9.82	0.18
9.83	0.13
9.84	0.19
9.85	0.18
9.86	0.14
9.87	0.15
9.88	0.15
9.89	0.15
9.9	0.14
9.91	0.18
9.92	0.21
9.93	0.2
9.94	0.2
9.95	0.21
9.96	0.18
9.97	0.14
9.98	0.15
9.99	0.14
10	0.17
10.01	0.22
10.02	0.16
10.03	0.17
10.04	0.21
10.05	0.06
10.06	-0.02
10.07	-0.03
10.08	-0.04
10.09	0.04
10.1	-0.08
10.11	-0.17
10.12	-0.15
10.13	-0.27
10.14	-0.29
10.15	-0.24
10.16	-0.26
10.17	-0.22
10.18	-0.21
10.19	-0.29
10.2	-0.3
10.21	-0.32
10.22	-0.37
10.23	-0.33
10.24	-0.28
10.25	-0.2
10.26	-0.24
10.27	-0.34
10.28	-0.24
10.29	-0.22
10.3	-0.24
10.31	-0.18
10.32	-0.26
10.33	-0.17
10.34	0.04
10.35	0.16
